review_id,customer_id,product_id,rating,review_text,sentiment_label,review_date
R06974,C02651,P0041,5,Highly recommended,Positive,2026-04-18
R06975,C00187,P0021,5,Worth every penny,Positive,2025-12-12
R06976,C04844,P0029,4,Satisfied with purchase,Positive,2025-07-26
R06977,C00947,P0040,2,Expected better quality,Negative,2025-12-02
R06978,C01946,P0013,2,Delivery was late,Negative,2024-07-10
R06979,C01864,P0002,5,Worth every penny,Positive,2024-11-17
R06980,C03766,P0007,3,Okay for the price,Neutral,2024-07-29
R06981,C00421,P0036,1,Not worth the money,Negative,2024-10-04
R06982,C01699,P0023,1,Very disappointed,Negative,2025-05-02
R06983,C04100,P0007,5,Worth every penny,Positive,2026-01-28
R06984,C03331,P0016,5,Worth every penny,Positive,2024-11-08
R06985,C04953,P0022,3,Could be better,Neutral,2025-03-16
R06986,C02571,P0009,4,Satisfied with purchase,Positive,2025-01-13
R06987,C01932,P0009,4,Nice product,Positive,2025-03-01
R06988,C00767,P0018,3,Okay for the price,Neutral,2025-08-06
R06989,C04518,P0033,4,Works as expected,Positive,2025-02-11
R06990,C03039,P0041,5,Amazing product,Positive,2025-06-04
R06991,C02324,P0007,4,Good quality,Positive,2026-05-23
R06992,C02372,P0032,3,Okay for the price,Neutral,2026-06-09
R06993,C02347,P0008,3,Average product,Neutral,2026-06-04
R06994,C03497,P0038,1,Not worth the money,Negative,2026-02-03
R06995,C03794,P0009,3,Nothing special,Neutral,2024-12-27
R06996,C03122,P0035,4,Works as expected,Positive,2025-03-18
R06997,C02691,P0004,5,Highly recommended,Positive,2026-03-21
R06998,C00133,P0014,3,Average product,Neutral,2026-05-25
R06999,C03401,P0032,1,Terrible experience,Negative,2026-03-02
R07000,C02648,P0003,3,Okay for the price,Neutral,2025-05-04
R07001,C01255,P0016,3,Could be better,Neutral,2026-04-16
R07002,C00734,P0023,3,Okay for the price,Neutral,2025-08-12
R07003,C03489,P0007,5,Excellent quality,Positive,2025-01-28
R07004,C03969,P0004,2,Expected better quality,Negative,2025-09-15
R07005,C03750,P0028,5,Highly recommended,Positive,2025-03-06
R07006,C00157,P0001,3,Could be better,Neutral,2026-05-22
R07007,C01910,P0029,5,Highly recommended,Positive,2025-11-29
R07008,C04177,P0038,5,Amazing product,Positive,2024-07-22
R07009,C02411,P0026,4,Nice product,Positive,2024-12-28
R07010,C01903,P0028,1,Poor quality,Negative,2025-06-24
R07011,C02718,P0020,5,Very satisfied,Positive,2024-10-12
R07012,C03713,P0007,5,Worth every penny,Positive,2025-02-03
R07013,C02151,P0007,5,Excellent quality,Positive,2024-12-22
R07014,C01914,P0014,2,Expected better quality,Negative,2025-01-02
R07015,C01839,P0033,3,Could be better,Neutral,2025-01-04
R07016,C04995,P0011,4,Satisfied with purchase,Positive,2024-08-24
R07017,C03259,P0036,4,Good quality,Positive,2025-10-25
R07018,C04351,P0007,4,Nice product,Positive,2024-11-19
R07019,C04329,P0007,3,Could be better,Neutral,2026-03-19
R07020,C00129,P0022,4,Satisfied with purchase,Positive,2025-06-19
R07021,C02911,P0024,4,Satisfied with purchase,Positive,2026-06-08
R07022,C01154,P0037,5,Excellent quality,Positive,2024-10-20
R07023,C00375,P0013,5,Very satisfied,Positive,2026-04-04
R07024,C02704,P0003,3,Average product,Neutral,2025-05-11
R07025,C00607,P0012,5,Worth every penny,Positive,2025-07-18
R07026,C01936,P0018,5,Amazing product,Positive,2024-09-24
R07027,C00076,P0031,5,Amazing product,Positive,2025-07-11
R07028,C02990,P0002,4,Good quality,Positive,2025-10-16
R07029,C03463,P0026,5,Worth every penny,Positive,2025-09-26
R07030,C04911,P0009,4,Works as expected,Positive,2025-04-27
R07031,C02369,P0001,4,Good quality,Positive,2026-01-29
R07032,C01851,P0041,4,Satisfied with purchase,Positive,2024-09-08
R07033,C04891,P0012,2,Expected better quality,Negative,2024-09-16
R07034,C02490,P0002,5,Very satisfied,Positive,2025-12-02
R07035,C00601,P0023,2,Not fully satisfied,Negative,2024-08-07
R07036,C01028,P0010,5,Worth every penny,Positive,2024-10-01
R07037,C04907,P0021,3,Average product,Neutral,2025-10-24
R07038,C01316,P0043,3,Could be better,Neutral,2026-02-18
R07039,C01228,P0019,5,Very satisfied,Positive,2026-02-24
R07040,C03207,P0036,5,Excellent quality,Positive,2025-05-31
R07041,C03946,P0026,5,Very satisfied,Positive,2025-08-10
R07042,C01286,P0024,2,Not fully satisfied,Negative,2025-11-20
R07043,C04189,P0019,4,Good quality,Positive,2025-01-08
R07044,C00770,P0016,5,Excellent quality,Positive,2025-05-30
R07045,C02393,P0015,4,Good quality,Positive,2024-11-05
R07046,C03560,P0017,5,Highly recommended,Positive,2025-10-30
R07047,C03770,P0010,5,Amazing product,Positive,2026-01-21
R07048,C00045,P0028,5,Highly recommended,Positive,2024-07-08
R07049,C03615,P0025,5,Very satisfied,Positive,2024-12-04
R07050,C03503,P0036,5,Worth every penny,Positive,2024-06-28
R07051,C00095,P0011,3,Okay for the price,Neutral,2024-07-11
R07052,C00149,P0030,5,Highly recommended,Positive,2024-09-02
R07053,C04455,P0009,1,Not worth the money,Negative,2026-04-11
R07054,C00756,P0005,4,Good quality,Positive,2026-03-22
R07055,C01672,P0032,5,Amazing product,Positive,2026-01-02
R07056,C00991,P0043,3,Average product,Neutral,2025-09-28
R07057,C04984,P0030,3,Could be better,Neutral,2026-02-01
R07058,C03299,P0033,5,Amazing product,Positive,2025-06-02
R07059,C01446,P0012,5,Highly recommended,Positive,2025-07-04
R07060,C00869,P0031,5,Excellent quality,Positive,2024-10-21
R07061,C02874,P0025,3,Could be better,Neutral,2024-08-08
R07062,C01180,P0030,3,Nothing special,Neutral,2024-11-24
R07063,C00924,P0026,4,Works as expected,Positive,2024-09-25
R07064,C01880,P0018,4,Nice product,Positive,2025-09-23
R07065,C04209,P0021,4,Works as expected,Positive,2026-01-19
R07066,C04751,P0037,2,Not fully satisfied,Negative,2025-07-10
R07067,C04549,P0037,5,Very satisfied,Positive,2025-11-05
R07068,C03106,P0013,4,Satisfied with purchase,Positive,2025-12-24
R07069,C02887,P0013,5,Worth every penny,Positive,2024-09-20
R07070,C01426,P0033,4,Satisfied with purchase,Positive,2024-09-25
R07071,C02572,P0033,3,Nothing special,Neutral,2024-10-17
R07072,C04151,P0017,4,Nice product,Positive,2026-05-04
R07073,C00923,P0001,4,Good quality,Positive,2025-01-08
R07074,C00396,P0038,4,Nice product,Positive,2026-03-10
R07075,C01686,P0017,5,Very satisfied,Positive,2024-08-15
R07076,C04550,P0035,4,Works as expected,Positive,2024-07-28
R07077,C00361,P0003,3,Nothing special,Neutral,2026-04-20
R07078,C00843,P0042,5,Highly recommended,Positive,2024-09-04
R07079,C01834,P0027,4,Nice product,Positive,2026-05-07
R07080,C04168,P0029,4,Good quality,Positive,2026-04-22
R07081,C01565,P0042,3,Nothing special,Neutral,2024-12-14
R07082,C02258,P0028,5,Excellent quality,Positive,2024-11-12
R07083,C02671,P0006,5,Highly recommended,Positive,2024-09-12
R07084,C01705,P0024,4,Satisfied with purchase,Positive,2025-03-09
R07085,C02171,P0022,3,Okay for the price,Neutral,2025-02-28
R07086,C00600,P0035,2,Not fully satisfied,Negative,2024-10-24
R07087,C04209,P0009,3,Could be better,Neutral,2025-02-08
R07088,C00805,P0002,2,Not fully satisfied,Negative,2025-02-18
R07089,C01514,P0043,5,Worth every penny,Positive,2025-03-25
R07090,C04710,P0009,5,Highly recommended,Positive,2025-02-16
R07091,C01290,P0031,5,Amazing product,Positive,2024-08-20
R07092,C00906,P0030,3,Average product,Neutral,2026-02-27
R07093,C02864,P0016,5,Highly recommended,Positive,2025-07-18
R07094,C02303,P0012,5,Very satisfied,Positive,2026-03-20
R07095,C00367,P0019,2,Not fully satisfied,Negative,2025-12-18
R07096,C03686,P0036,4,Works as expected,Positive,2025-08-28
R07097,C00846,P0027,2,Expected better quality,Negative,2026-04-02
R07098,C02581,P0021,4,Nice product,Positive,2025-02-02
R07099,C03398,P0026,5,Highly recommended,Positive,2024-11-27
R07100,C03496,P0040,5,Highly recommended,Positive,2026-02-23
R07101,C01339,P0037,2,Expected better quality,Negative,2026-03-17
R07102,C03696,P0017,3,Nothing special,Neutral,2025-11-03
R07103,C04244,P0018,3,Okay for the price,Neutral,2025-08-01
R07104,C04557,P0038,3,Could be better,Neutral,2026-01-28
R07105,C04293,P0017,5,Worth every penny,Positive,2025-01-23
R07106,C02731,P0016,5,Amazing product,Positive,2024-10-03
R07107,C01403,P0025,3,Nothing special,Neutral,2024-11-12
R07108,C00109,P0010,3,Average product,Neutral,2025-06-03
R07109,C01478,P0023,3,Average product,Neutral,2024-09-14
R07110,C01178,P0018,5,Amazing product,Positive,2026-03-08
R07111,C02536,P0019,3,Okay for the price,Neutral,2024-12-13
R07112,C00588,P0015,5,Excellent quality,Positive,2026-06-10
R07113,C01315,P0033,3,Okay for the price,Neutral,2026-01-26
R07114,C03560,P0017,1,Not worth the money,Negative,2025-10-30
R07115,C03872,P0014,5,Very satisfied,Positive,2026-01-01
R07116,C04362,P0035,3,Could be better,Neutral,2025-04-06
R07117,C01063,P0033,5,Excellent quality,Positive,2026-05-22
R07118,C04058,P0038,5,Excellent quality,Positive,2025-04-01
R07119,C00934,P0019,5,Amazing product,Positive,2026-05-31
R07120,C00208,P0017,3,Could be better,Neutral,2025-10-18
R07121,C01257,P0039,5,Very satisfied,Positive,2025-03-16
R07122,C04141,P0036,5,Worth every penny,Positive,2024-12-03
R07123,C01872,P0011,3,Nothing special,Neutral,2025-08-07
R07124,C01499,P0028,5,Excellent quality,Positive,2026-04-27
R07125,C03592,P0015,5,Highly recommended,Positive,2025-06-20
R07126,C02961,P0019,5,Worth every penny,Positive,2024-07-13
R07127,C00866,P0023,1,Poor quality,Negative,2025-04-24
R07128,C02646,P0021,3,Average product,Neutral,2026-04-17
R07129,C00193,P0036,4,Good quality,Positive,2024-08-30
R07130,C01127,P0021,4,Good quality,Positive,2024-10-10
R07131,C03292,P0003,3,Okay for the price,Neutral,2024-10-25
R07132,C01903,P0028,3,Could be better,Neutral,2025-06-24
R07133,C00298,P0032,5,Worth every penny,Positive,2025-02-25
R07134,C00132,P0013,4,Works as expected,Positive,2026-03-09
R07135,C03003,P0009,5,Worth every penny,Positive,2025-03-07
R07136,C04590,P0043,4,Works as expected,Positive,2025-08-30
R07137,C04994,P0039,5,Very satisfied,Positive,2025-09-11
R07138,C04329,P0017,2,Not fully satisfied,Negative,2025-09-19
R07139,C01578,P0025,1,Terrible experience,Negative,2025-06-12
R07140,C03495,P0016,5,Amazing product,Positive,2025-11-01
R07141,C03259,P0001,4,Good quality,Positive,2025-04-19
R07142,C00210,P0009,4,Satisfied with purchase,Positive,2025-12-09
R07143,C04210,P0033,5,Highly recommended,Positive,2024-06-26
R07144,C01823,P0032,5,Very satisfied,Positive,2025-08-09
R07145,C01032,P0030,4,Satisfied with purchase,Positive,2024-09-14
R07146,C04731,P0028,1,Very disappointed,Negative,2025-04-17
R07147,C01335,P0036,1,Terrible experience,Negative,2026-05-09
R07148,C04818,P0009,5,Amazing product,Positive,2025-09-19
R07149,C03411,P0029,5,Very satisfied,Positive,2025-08-01
R07150,C00947,P0042,3,Nothing special,Neutral,2025-04-07
R07151,C00358,P0020,5,Highly recommended,Positive,2025-03-02
R07152,C01922,P0021,3,Could be better,Neutral,2024-07-09
R07153,C03933,P0025,5,Worth every penny,Positive,2025-04-03
R07154,C02345,P0006,3,Nothing special,Neutral,2024-10-22
R07155,C04867,P0042,3,Nothing special,Neutral,2024-08-28
R07156,C04376,P0022,5,Highly recommended,Positive,2026-02-09
R07157,C02689,P0041,4,Nice product,Positive,2026-01-13
R07158,C03038,P0001,5,Amazing product,Positive,2024-08-06
R07159,C03965,P0037,3,Average product,Neutral,2025-02-06
R07160,C02952,P0005,5,Excellent quality,Positive,2024-11-14
R07161,C00150,P0037,4,Works as expected,Positive,2024-07-29
R07162,C03023,P0012,5,Excellent quality,Positive,2025-04-11
R07163,C01401,P0003,3,Nothing special,Neutral,2025-09-27
R07164,C02533,P0033,3,Nothing special,Neutral,2025-09-14
R07165,C04928,P0010,5,Excellent quality,Positive,2026-05-22
R07166,C03900,P0040,5,Worth every penny,Positive,2025-04-20
R07167,C03033,P0036,2,Delivery was late,Negative,2024-06-19
R07168,C02731,P0037,5,Excellent quality,Positive,2025-01-15
R07169,C04623,P0042,3,Average product,Neutral,2026-01-16
R07170,C00454,P0030,5,Excellent quality,Positive,2025-09-13
R07171,C04649,P0030,5,Very satisfied,Positive,2025-09-07
R07172,C04326,P0018,5,Amazing product,Positive,2026-06-02
R07173,C00811,P0023,3,Okay for the price,Neutral,2025-04-17
R07174,C02752,P0012,2,Delivery was late,Negative,2025-03-24
R07175,C03510,P0025,3,Nothing special,Neutral,2024-12-04
R07176,C03640,P0019,4,Nice product,Positive,2026-04-03
R07177,C02653,P0037,5,Amazing product,Positive,2025-11-26
R07178,C01032,P0014,5,Very satisfied,Positive,2024-10-20
R07179,C04067,P0009,4,Satisfied with purchase,Positive,2025-04-18
R07180,C04246,P0008,2,Delivery was late,Negative,2024-12-24
R07181,C00017,P0011,5,Very satisfied,Positive,2025-10-08
R07182,C00241,P0005,4,Works as expected,Positive,2025-09-20
R07183,C03547,P0015,5,Amazing product,Positive,2025-03-16
R07184,C01631,P0023,3,Could be better,Neutral,2025-10-18
R07185,C00049,P0009,4,Nice product,Positive,2025-08-26
R07186,C04410,P0020,3,Average product,Neutral,2024-07-30
R07187,C00821,P0038,3,Nothing special,Neutral,2026-03-29
R07188,C02965,P0032,5,Very satisfied,Positive,2025-05-21
R07189,C01313,P0007,4,Nice product,Positive,2025-07-02
R07190,C00539,P0013,3,Nothing special,Neutral,2025-01-31
R07191,C01959,P0018,1,Very disappointed,Negative,2024-08-11
R07192,C03982,P0002,5,Highly recommended,Positive,2025-01-15
R07193,C02883,P0014,2,Expected better quality,Negative,2026-03-27
R07194,C01470,P0002,4,Works as expected,Positive,2025-07-28
R07195,C02799,P0013,2,Expected better quality,Negative,2025-12-30
R07196,C01265,P0040,5,Amazing product,Positive,2026-02-24
R07197,C01011,P0012,3,Average product,Neutral,2025-07-19
R07198,C03598,P0016,4,Good quality,Positive,2026-02-23
R07199,C02229,P0005,3,Nothing special,Neutral,2026-06-06
R07200,C03373,P0040,5,Worth every penny,Positive,2024-06-11
R07201,C02353,P0021,3,Could be better,Neutral,2025-07-24
R07202,C04018,P0031,1,Poor quality,Negative,2026-03-08
R07203,C02420,P0037,3,Average product,Neutral,2026-01-02
R07204,C00713,P0002,4,Nice product,Positive,2024-12-02
R07205,C00551,P0024,4,Good quality,Positive,2025-02-01
R07206,C00466,P0004,1,Poor quality,Negative,2026-04-14
R07207,C02731,P0012,5,Highly recommended,Positive,2024-12-07
R07208,C00155,P0026,5,Amazing product,Positive,2025-12-25
R07209,C01339,P0017,3,Average product,Neutral,2025-09-19
R07210,C01517,P0024,2,Expected better quality,Negative,2024-08-05
R07211,C03386,P0033,3,Could be better,Neutral,2026-01-04
R07212,C04434,P0014,2,Expected better quality,Negative,2024-07-22
R07213,C04190,P0014,4,Satisfied with purchase,Positive,2024-10-24
R07214,C00804,P0013,5,Amazing product,Positive,2026-03-20
R07215,C00823,P0024,2,Expected better quality,Negative,2025-02-05
R07216,C03732,P0028,5,Excellent quality,Positive,2025-03-20
R07217,C01153,P0024,4,Good quality,Positive,2025-10-07
R07218,C02670,P0029,4,Works as expected,Positive,2024-07-27
R07219,C04794,P0025,4,Nice product,Positive,2025-01-06
R07220,C03443,P0025,2,Expected better quality,Negative,2025-08-06
R07221,C00609,P0019,3,Nothing special,Neutral,2024-11-17
R07222,C04730,P0037,3,Nothing special,Neutral,2025-10-26
R07223,C02052,P0034,1,Not worth the money,Negative,2025-07-13
R07224,C03629,P0027,5,Amazing product,Positive,2024-08-29
R07225,C04930,P0042,3,Okay for the price,Neutral,2025-02-19
R07226,C04251,P0005,2,Not fully satisfied,Negative,2024-12-16
R07227,C01842,P0009,5,Excellent quality,Positive,2025-08-22
R07228,C03987,P0009,5,Amazing product,Positive,2024-11-01
R07229,C00358,P0020,5,Excellent quality,Positive,2025-03-02
R07230,C01140,P0012,1,Not worth the money,Negative,2025-10-30
R07231,C04963,P0007,5,Worth every penny,Positive,2026-01-17
R07232,C04030,P0002,4,Nice product,Positive,2024-12-30
R07233,C02201,P0012,4,Good quality,Positive,2024-08-08
R07234,C01600,P0036,4,Good quality,Positive,2024-09-11
R07235,C00751,P0020,4,Works as expected,Positive,2025-03-10
R07236,C03722,P0019,3,Nothing special,Neutral,2026-03-30
R07237,C01686,P0004,3,Nothing special,Neutral,2025-07-17
R07238,C01871,P0008,5,Amazing product,Positive,2025-04-26
R07239,C00611,P0030,4,Good quality,Positive,2025-09-20
R07240,C01506,P0016,4,Nice product,Positive,2025-09-17
R07241,C04069,P0026,3,Nothing special,Neutral,2025-10-26
R07242,C01363,P0004,4,Nice product,Positive,2025-03-06
R07243,C04421,P0016,5,Excellent quality,Positive,2025-04-10
R07244,C00631,P0021,4,Satisfied with purchase,Positive,2025-03-18
R07245,C03553,P0034,5,Amazing product,Positive,2025-04-28
R07246,C01331,P0042,5,Worth every penny,Positive,2024-07-26
R07247,C01064,P0013,4,Good quality,Positive,2025-03-19
R07248,C01151,P0020,3,Nothing special,Neutral,2025-12-09
R07249,C02215,P0021,5,Excellent quality,Positive,2024-12-03
R07250,C03525,P0026,5,Excellent quality,Positive,2025-07-01
R07251,C00657,P0007,4,Nice product,Positive,2025-05-26
R07252,C03747,P0024,1,Very disappointed,Negative,2024-10-24
R07253,C03653,P0023,5,Excellent quality,Positive,2024-06-23
R07254,C01284,P0010,4,Nice product,Positive,2025-12-05
R07255,C01463,P0038,4,Works as expected,Positive,2024-09-24
R07256,C03108,P0043,1,Poor quality,Negative,2025-07-27
R07257,C01814,P0014,5,Worth every penny,Positive,2026-02-22
R07258,C00626,P0018,4,Satisfied with purchase,Positive,2025-09-08
R07259,C00798,P0023,4,Satisfied with purchase,Positive,2024-08-04
R07260,C04000,P0006,4,Satisfied with purchase,Positive,2025-03-23
R07261,C00723,P0024,4,Satisfied with purchase,Positive,2026-03-06
R07262,C00310,P0008,1,Poor quality,Negative,2026-01-25
R07263,C00598,P0003,4,Nice product,Positive,2024-09-30
R07264,C00350,P0001,2,Not fully satisfied,Negative,2025-06-24
R07265,C02538,P0032,2,Delivery was late,Negative,2024-12-24
R07266,C03121,P0035,1,Not worth the money,Negative,2025-07-12
R07267,C00826,P0020,5,Amazing product,Positive,2024-06-16
R07268,C01124,P0039,4,Good quality,Positive,2025-08-25
R07269,C02089,P0020,4,Nice product,Positive,2025-08-28
R07270,C02667,P0017,4,Nice product,Positive,2025-01-23
R07271,C04898,P0039,3,Okay for the price,Neutral,2026-03-18
R07272,C03168,P0010,5,Excellent quality,Positive,2024-12-23
R07273,C02155,P0007,5,Excellent quality,Positive,2024-06-29
R07274,C02658,P0012,3,Average product,Neutral,2026-05-07
R07275,C03550,P0005,5,Excellent quality,Positive,2026-04-13
R07276,C00288,P0041,5,Highly recommended,Positive,2025-02-15
R07277,C01679,P0032,2,Expected better quality,Negative,2025-04-29
R07278,C02008,P0039,4,Good quality,Positive,2025-05-18
R07279,C00608,P0021,2,Expected better quality,Negative,2025-04-02
R07280,C02030,P0013,2,Delivery was late,Negative,2025-02-08
R07281,C04364,P0032,4,Nice product,Positive,2025-04-30
R07282,C02012,P0041,3,Nothing special,Neutral,2024-08-03
R07283,C00592,P0003,4,Satisfied with purchase,Positive,2024-11-04
R07284,C02797,P0021,4,Satisfied with purchase,Positive,2025-12-25
R07285,C04188,P0016,4,Good quality,Positive,2024-12-31
R07286,C01485,P0016,5,Excellent quality,Positive,2026-03-29
R07287,C04573,P0028,5,Amazing product,Positive,2026-05-10
R07288,C04301,P0027,5,Excellent quality,Positive,2024-10-07
R07289,C03205,P0002,5,Highly recommended,Positive,2024-06-26
R07290,C00323,P0009,1,Terrible experience,Negative,2025-09-16
R07291,C03588,P0014,1,Not worth the money,Negative,2024-12-02
R07292,C03700,P0020,5,Very satisfied,Positive,2025-02-25
R07293,C02242,P0026,3,Nothing special,Neutral,2024-11-03
R07294,C02654,P0027,5,Amazing product,Positive,2024-11-28
R07295,C03890,P0012,5,Very satisfied,Positive,2025-05-11
R07296,C04718,P0020,4,Nice product,Positive,2024-08-07
R07297,C03206,P0040,5,Excellent quality,Positive,2025-11-07
R07298,C02414,P0038,4,Works as expected,Positive,2025-02-18
R07299,C01065,P0002,2,Expected better quality,Negative,2024-12-06
R07300,C00752,P0006,1,Very disappointed,Negative,2024-10-01
R07301,C04800,P0040,5,Worth every penny,Positive,2025-07-04
R07302,C00437,P0022,5,Worth every penny,Positive,2026-02-22
R07303,C01101,P0032,5,Highly recommended,Positive,2024-10-02
R07304,C03597,P0029,3,Could be better,Neutral,2026-04-15
R07305,C02515,P0002,1,Not worth the money,Negative,2026-05-28
R07306,C01559,P0026,5,Amazing product,Positive,2024-11-18
R07307,C03343,P0010,4,Nice product,Positive,2025-10-31
R07308,C02002,P0041,4,Good quality,Positive,2025-02-06
R07309,C01794,P0009,4,Works as expected,Positive,2025-12-15
R07310,C03824,P0028,5,Excellent quality,Positive,2025-03-09
R07311,C00093,P0018,3,Could be better,Neutral,2025-02-20
R07312,C01241,P0032,4,Satisfied with purchase,Positive,2026-01-03
R07313,C00120,P0028,5,Excellent quality,Positive,2025-08-27
R07314,C00004,P0011,3,Could be better,Neutral,2024-08-31
R07315,C04334,P0019,4,Nice product,Positive,2024-12-24
R07316,C04282,P0007,4,Good quality,Positive,2024-06-23
R07317,C02894,P0022,3,Nothing special,Neutral,2025-02-16
R07318,C01841,P0004,1,Poor quality,Negative,2024-08-19
R07319,C00573,P0012,2,Delivery was late,Negative,2025-02-11
R07320,C04001,P0008,1,Not worth the money,Negative,2025-01-31
R07321,C03325,P0014,3,Okay for the price,Neutral,2025-03-19
R07322,C04190,P0014,1,Poor quality,Negative,2024-10-31
R07323,C00156,P0003,3,Average product,Neutral,2025-01-09
R07324,C01289,P0021,5,Worth every penny,Positive,2026-03-19
R07325,C03330,P0022,5,Excellent quality,Positive,2024-08-04
R07326,C03833,P0016,5,Highly recommended,Positive,2025-03-12
R07327,C00393,P0038,1,Very disappointed,Negative,2025-05-18
R07328,C01595,P0038,4,Good quality,Positive,2025-11-27
R07329,C03163,P0020,2,Not fully satisfied,Negative,2025-01-06
R07330,C02885,P0023,3,Could be better,Neutral,2026-01-14
R07331,C00507,P0002,4,Works as expected,Positive,2025-09-25
R07332,C03533,P0033,3,Okay for the price,Neutral,2024-11-16
R07333,C02086,P0042,5,Amazing product,Positive,2026-01-26
R07334,C02974,P0013,5,Excellent quality,Positive,2025-09-23
R07335,C00849,P0027,3,Nothing special,Neutral,2025-11-01
R07336,C04231,P0042,4,Good quality,Positive,2025-02-21
R07337,C04488,P0021,4,Nice product,Positive,2026-05-05
R07338,C02832,P0025,4,Works as expected,Positive,2025-11-04
R07339,C04019,P0004,3,Average product,Neutral,2025-02-18
R07340,C00727,P0035,2,Expected better quality,Negative,2025-08-03
R07341,C00891,P0016,3,Nothing special,Neutral,2026-01-06
R07342,C00450,P0014,4,Nice product,Positive,2024-07-20
R07343,C01647,P0015,5,Excellent quality,Positive,2024-09-03
R07344,C01559,P0022,5,Excellent quality,Positive,2025-08-03
R07345,C00674,P0020,1,Poor quality,Negative,2025-04-04
R07346,C01440,P0033,3,Could be better,Neutral,2026-03-18
R07347,C02029,P0025,5,Very satisfied,Positive,2024-07-21
R07348,C03796,P0032,5,Worth every penny,Positive,2026-01-06
R07349,C02021,P0002,5,Highly recommended,Positive,2025-01-11
R07350,C04584,P0031,3,Okay for the price,Neutral,2025-09-01
R07351,C02375,P0039,1,Very disappointed,Negative,2024-10-30
R07352,C03439,P0015,4,Nice product,Positive,2025-05-11
R07353,C03732,P0033,3,Nothing special,Neutral,2024-08-23
R07354,C03498,P0008,5,Excellent quality,Positive,2024-10-05
R07355,C03382,P0003,1,Not worth the money,Negative,2025-05-11
R07356,C01734,P0026,1,Not worth the money,Negative,2026-01-12
R07357,C03751,P0023,4,Satisfied with purchase,Positive,2025-12-14
R07358,C03007,P0039,2,Not fully satisfied,Negative,2024-10-21
R07359,C02967,P0001,2,Delivery was late,Negative,2026-05-17
R07360,C02613,P0034,1,Very disappointed,Negative,2025-01-10
R07361,C03035,P0041,3,Nothing special,Neutral,2024-10-08
R07362,C03655,P0021,5,Very satisfied,Positive,2025-09-06
R07363,C03172,P0003,4,Works as expected,Positive,2024-10-07
R07364,C01143,P0041,5,Worth every penny,Positive,2025-09-08
R07365,C03643,P0032,5,Excellent quality,Positive,2024-09-09
R07366,C02291,P0036,1,Poor quality,Negative,2026-05-18
R07367,C00313,P0023,4,Good quality,Positive,2025-10-06
R07368,C04891,P0012,3,Nothing special,Neutral,2025-07-06
R07369,C02413,P0030,2,Delivery was late,Negative,2024-08-16
R07370,C01015,P0033,3,Average product,Neutral,2025-01-17
R07371,C02312,P0033,3,Okay for the price,Neutral,2025-04-24
R07372,C01169,P0028,5,Excellent quality,Positive,2024-10-10
R07373,C00126,P0007,3,Could be better,Neutral,2025-09-15
R07374,C00399,P0012,5,Amazing product,Positive,2025-10-25
R07375,C02012,P0020,5,Amazing product,Positive,2024-08-11
R07376,C01569,P0006,5,Amazing product,Positive,2024-12-28
R07377,C00363,P0024,5,Excellent quality,Positive,2026-04-08
R07378,C03536,P0037,5,Excellent quality,Positive,2024-10-15
R07379,C01750,P0024,5,Amazing product,Positive,2026-02-16
R07380,C00463,P0017,2,Not fully satisfied,Negative,2026-02-18
R07381,C03506,P0020,1,Very disappointed,Negative,2025-07-16
R07382,C04938,P0008,5,Worth every penny,Positive,2025-12-11
R07383,C02838,P0012,3,Could be better,Neutral,2026-03-09
R07384,C03551,P0011,3,Okay for the price,Neutral,2025-12-23
R07385,C00361,P0027,5,Excellent quality,Positive,2026-05-23
R07386,C02071,P0036,5,Amazing product,Positive,2025-01-27
R07387,C01910,P0006,1,Not worth the money,Negative,2024-12-21
R07388,C03555,P0013,2,Delivery was late,Negative,2026-02-20
R07389,C02264,P0007,5,Worth every penny,Positive,2025-01-10
R07390,C02878,P0035,2,Delivery was late,Negative,2025-01-31
R07391,C02806,P0030,1,Poor quality,Negative,2024-12-05
R07392,C02947,P0041,4,Satisfied with purchase,Positive,2025-02-23
R07393,C04613,P0024,1,Poor quality,Negative,2025-05-24
R07394,C02383,P0008,4,Satisfied with purchase,Positive,2026-05-06
R07395,C02380,P0027,4,Works as expected,Positive,2025-03-09
R07396,C01298,P0035,5,Excellent quality,Positive,2024-11-14
R07397,C03629,P0041,5,Amazing product,Positive,2024-09-24
R07398,C04502,P0027,3,Okay for the price,Neutral,2025-05-19
R07399,C01830,P0017,4,Nice product,Positive,2026-05-15
R07400,C02394,P0013,4,Works as expected,Positive,2024-07-13
R07401,C04001,P0008,4,Nice product,Positive,2025-01-31
R07402,C01311,P0029,4,Satisfied with purchase,Positive,2025-02-24
R07403,C04947,P0009,5,Excellent quality,Positive,2025-03-27
R07404,C04004,P0022,4,Good quality,Positive,2024-07-11
R07405,C04489,P0028,1,Very disappointed,Negative,2025-10-15
R07406,C03405,P0011,3,Nothing special,Neutral,2025-03-15
R07407,C02426,P0011,5,Highly recommended,Positive,2025-03-03
R07408,C02769,P0034,4,Works as expected,Positive,2025-05-30
R07409,C04386,P0038,5,Very satisfied,Positive,2026-05-16
R07410,C01746,P0023,5,Excellent quality,Positive,2024-09-17
R07411,C00288,P0020,3,Average product,Neutral,2025-10-03
R07412,C03285,P0038,5,Worth every penny,Positive,2024-12-17
R07413,C02749,P0015,4,Nice product,Positive,2025-02-16
