event_id,customer_id,event_type,event_date,device_type,traffic_source
E33834,C01339,Checkout,2026-01-01,Tablet,Instagram
E33835,C02681,Product View,2024-06-19,Mobile,Facebook
E33836,C00378,Product View,2025-06-09,Mobile,Google
E33837,C03509,Product View,2025-11-13,Tablet,Direct
E33838,C04323,Add To Cart,2024-06-21,Tablet,Direct
E33839,C03249,Visit,2025-05-09,Tablet,Facebook
E33840,C01360,Product View,2025-06-21,Desktop,Instagram
E33841,C00635,Visit,2025-05-11,Tablet,Instagram
E33842,C03999,Visit,2026-04-17,Mobile,Direct
E33843,C02365,Visit,2024-09-12,Tablet,Direct
E33844,C02787,Product View,2025-08-29,Desktop,Direct
E33845,C02649,Add To Cart,2025-02-28,Mobile,Direct
E33846,C03183,Product View,2026-05-10,Mobile,Google
E33847,C00798,Product View,2024-10-23,Desktop,Instagram
E33848,C03433,Product View,2025-06-17,Mobile,Direct
E33849,C04456,Product View,2026-05-22,Desktop,Direct
E33850,C02819,Product View,2024-08-23,Tablet,Direct
E33851,C01475,Add To Cart,2024-08-16,Tablet,Google
E33852,C02064,Product View,2024-08-31,Mobile,Facebook
E33853,C04080,Purchase,2025-03-26,Desktop,Direct
E33854,C00478,Product View,2025-10-17,Desktop,Instagram
E33855,C04532,Checkout,2024-09-13,Tablet,Facebook
E33856,C03630,Product View,2026-02-06,Mobile,Google
E33857,C04071,Product View,2026-02-19,Mobile,Facebook
E33858,C03760,Product View,2024-10-13,Mobile,Instagram
E33859,C03030,Product View,2025-11-28,Desktop,Facebook
E33860,C02591,Visit,2026-01-27,Mobile,Instagram
E33861,C03725,Product View,2025-12-18,Tablet,Instagram
E33862,C03524,Visit,2025-12-05,Mobile,Instagram
E33863,C04476,Add To Cart,2025-01-30,Desktop,Google
E33864,C04857,Add To Cart,2025-09-27,Desktop,Google
E33865,C00384,Checkout,2026-05-18,Mobile,Direct
E33866,C00550,Visit,2026-06-09,Mobile,Instagram
E33867,C02617,Visit,2025-08-29,Desktop,Google
E33868,C01369,Visit,2024-09-10,Tablet,Direct
E33869,C01662,Visit,2024-11-12,Mobile,Instagram
E33870,C03226,Visit,2025-11-21,Mobile,Instagram
E33871,C00068,Visit,2024-10-01,Mobile,Direct
E33872,C04835,Visit,2025-09-17,Desktop,Facebook
E33873,C01859,Product View,2026-01-29,Desktop,Facebook
E33874,C02799,Add To Cart,2025-06-05,Desktop,Instagram
E33875,C00483,Visit,2024-12-21,Tablet,Facebook
E33876,C04024,Purchase,2025-09-23,Desktop,Instagram
E33877,C01904,Product View,2026-05-13,Desktop,Direct
E33878,C03214,Product View,2025-07-27,Tablet,Instagram
E33879,C00889,Visit,2025-07-01,Desktop,Direct
E33880,C00183,Visit,2025-03-06,Mobile,Instagram
E33881,C04659,Product View,2025-07-14,Desktop,Direct
E33882,C01308,Product View,2025-12-22,Tablet,Direct
E33883,C01915,Add To Cart,2024-10-30,Mobile,Direct
E33884,C00708,Product View,2026-02-24,Mobile,Instagram
E33885,C00688,Visit,2025-08-19,Mobile,Instagram
E33886,C04144,Purchase,2026-04-22,Tablet,Facebook
E33887,C00075,Add To Cart,2026-04-18,Desktop,Facebook
E33888,C04726,Visit,2026-02-07,Mobile,Facebook
E33889,C01257,Product View,2024-06-28,Tablet,Facebook
E33890,C03430,Add To Cart,2024-07-06,Tablet,Direct
E33891,C03725,Product View,2024-12-16,Desktop,Facebook
E33892,C04193,Product View,2025-11-20,Tablet,Facebook
E33893,C02296,Visit,2025-10-07,Mobile,Direct
E33894,C00139,Visit,2024-07-19,Desktop,Google
E33895,C01441,Product View,2025-08-08,Mobile,Direct
E33896,C04916,Add To Cart,2024-12-04,Desktop,Instagram
E33897,C04076,Visit,2024-11-29,Mobile,Google
E33898,C02146,Add To Cart,2025-10-01,Desktop,Instagram
E33899,C01837,Product View,2024-10-06,Mobile,Direct
E33900,C01374,Visit,2024-07-19,Mobile,Google
E33901,C03764,Product View,2026-04-18,Mobile,Facebook
E33902,C02161,Purchase,2025-12-29,Tablet,Instagram
E33903,C04663,Visit,2025-12-02,Desktop,Instagram
E33904,C04779,Checkout,2026-02-10,Desktop,Facebook
E33905,C00673,Visit,2024-10-16,Tablet,Google
E33906,C04819,Visit,2025-08-28,Tablet,Google
E33907,C02270,Checkout,2024-09-05,Desktop,Google
E33908,C00929,Visit,2024-07-23,Mobile,Facebook
E33909,C02426,Add To Cart,2024-10-06,Tablet,Google
E33910,C01071,Product View,2025-03-23,Tablet,Facebook
E33911,C03054,Visit,2024-08-17,Tablet,Google
E33912,C00500,Product View,2026-06-08,Desktop,Facebook
E33913,C01935,Add To Cart,2025-09-25,Tablet,Instagram
E33914,C04268,Add To Cart,2025-11-02,Desktop,Instagram
E33915,C00934,Product View,2025-01-06,Desktop,Google
E33916,C04059,Visit,2024-08-01,Tablet,Direct
E33917,C03598,Visit,2025-02-11,Desktop,Direct
E33918,C01139,Visit,2026-04-20,Mobile,Google
E33919,C02522,Product View,2025-03-16,Tablet,Google
E33920,C01020,Product View,2025-09-22,Desktop,Facebook
E33921,C02100,Product View,2024-07-28,Desktop,Instagram
E33922,C01117,Product View,2025-12-05,Tablet,Google
E33923,C01928,Checkout,2026-05-09,Tablet,Instagram
E33924,C01042,Checkout,2026-04-23,Mobile,Google
E33925,C02219,Visit,2024-11-07,Mobile,Google
E33926,C03517,Checkout,2025-08-24,Tablet,Facebook
E33927,C00333,Product View,2024-11-24,Mobile,Instagram
E33928,C04407,Visit,2025-03-28,Tablet,Instagram
E33929,C04205,Add To Cart,2026-03-25,Desktop,Facebook
E33930,C04982,Product View,2026-01-07,Desktop,Instagram
E33931,C01380,Product View,2025-09-20,Tablet,Facebook
E33932,C03557,Product View,2025-09-01,Tablet,Google
E33933,C02008,Product View,2025-12-04,Tablet,Facebook
E33934,C04796,Visit,2024-09-16,Tablet,Direct
E33935,C00758,Product View,2024-11-07,Tablet,Instagram
E33936,C01524,Add To Cart,2025-04-11,Tablet,Direct
E33937,C02517,Checkout,2025-05-27,Tablet,Facebook
E33938,C04658,Visit,2026-05-12,Desktop,Instagram
E33939,C04425,Add To Cart,2025-05-19,Desktop,Direct
E33940,C00112,Product View,2026-01-10,Desktop,Instagram
E33941,C00454,Add To Cart,2025-01-27,Tablet,Facebook
E33942,C01360,Add To Cart,2024-10-19,Mobile,Google
E33943,C01375,Checkout,2025-09-22,Mobile,Direct
E33944,C01015,Add To Cart,2025-10-17,Desktop,Facebook
E33945,C02422,Visit,2024-06-17,Tablet,Google
E33946,C01856,Visit,2025-06-14,Mobile,Facebook
E33947,C00212,Checkout,2026-03-13,Tablet,Facebook
E33948,C03763,Product View,2026-05-15,Mobile,Instagram
E33949,C00167,Product View,2024-11-05,Desktop,Direct
E33950,C03075,Visit,2026-03-13,Tablet,Instagram
E33951,C03458,Product View,2026-02-01,Mobile,Instagram
E33952,C04297,Visit,2025-04-15,Desktop,Facebook
E33953,C01448,Checkout,2025-04-28,Mobile,Facebook
E33954,C03315,Purchase,2024-12-18,Mobile,Instagram
E33955,C03867,Add To Cart,2025-06-18,Tablet,Facebook
E33956,C04262,Product View,2025-03-21,Desktop,Direct
E33957,C04609,Purchase,2024-10-13,Tablet,Direct
E33958,C03291,Visit,2025-12-30,Mobile,Facebook
E33959,C01764,Visit,2026-03-02,Desktop,Instagram
E33960,C01392,Checkout,2025-07-06,Desktop,Google
E33961,C01335,Product View,2025-09-02,Desktop,Instagram
E33962,C01075,Purchase,2025-02-19,Desktop,Facebook
E33963,C02483,Purchase,2024-12-26,Desktop,Facebook
E33964,C03665,Visit,2024-11-01,Tablet,Instagram
E33965,C04175,Product View,2025-09-19,Desktop,Direct
E33966,C01272,Visit,2024-07-02,Tablet,Google
E33967,C04597,Visit,2025-01-25,Tablet,Direct
E33968,C01119,Product View,2025-11-29,Tablet,Google
E33969,C03937,Visit,2025-07-19,Desktop,Direct
E33970,C04100,Visit,2026-01-09,Tablet,Direct
E33971,C01707,Add To Cart,2024-12-08,Mobile,Direct
E33972,C03666,Add To Cart,2026-02-15,Mobile,Google
E33973,C04419,Product View,2025-08-05,Tablet,Direct
E33974,C04014,Product View,2024-11-18,Tablet,Instagram
E33975,C04434,Add To Cart,2026-03-22,Tablet,Facebook
E33976,C03413,Add To Cart,2025-09-11,Tablet,Direct
E33977,C02756,Checkout,2024-06-27,Mobile,Google
E33978,C00229,Visit,2024-08-25,Tablet,Direct
E33979,C01372,Product View,2025-11-21,Tablet,Instagram
E33980,C01345,Add To Cart,2026-04-23,Mobile,Google
E33981,C01152,Product View,2024-08-04,Desktop,Direct
E33982,C03895,Checkout,2024-12-02,Mobile,Google
E33983,C01247,Visit,2025-05-29,Tablet,Direct
E33984,C02151,Visit,2025-01-11,Tablet,Direct
E33985,C04161,Checkout,2024-08-01,Desktop,Facebook
E33986,C01645,Visit,2025-10-09,Mobile,Facebook
E33987,C04663,Checkout,2025-01-16,Tablet,Instagram
E33988,C04993,Product View,2026-03-13,Desktop,Direct
E33989,C02470,Add To Cart,2026-05-19,Mobile,Instagram
E33990,C03963,Purchase,2025-08-19,Tablet,Facebook
E33991,C01390,Product View,2025-12-02,Mobile,Direct
E33992,C00985,Visit,2024-12-29,Tablet,Google
E33993,C03670,Checkout,2025-04-18,Desktop,Instagram
E33994,C02400,Add To Cart,2026-06-07,Mobile,Direct
E33995,C03263,Add To Cart,2024-09-26,Mobile,Direct
E33996,C01459,Add To Cart,2024-09-04,Desktop,Instagram
E33997,C01498,Visit,2024-10-03,Desktop,Google
E33998,C02485,Visit,2024-08-19,Desktop,Facebook
E33999,C01773,Add To Cart,2024-07-10,Mobile,Facebook
E34000,C04709,Product View,2026-03-26,Mobile,Facebook
E34001,C03813,Add To Cart,2025-03-04,Desktop,Google
E34002,C03110,Visit,2026-05-07,Tablet,Direct
E34003,C01107,Visit,2024-11-03,Tablet,Facebook
E34004,C01513,Purchase,2025-03-13,Desktop,Direct
E34005,C01209,Product View,2024-11-03,Mobile,Instagram
E34006,C03814,Visit,2024-07-02,Desktop,Google
E34007,C00170,Checkout,2026-02-10,Mobile,Google
E34008,C00188,Visit,2026-06-04,Mobile,Facebook
E34009,C03344,Visit,2024-07-27,Mobile,Facebook
E34010,C02302,Product View,2024-06-14,Desktop,Google
E34011,C03792,Purchase,2025-07-17,Desktop,Instagram
E34012,C01838,Add To Cart,2026-02-17,Desktop,Facebook
E34013,C00457,Checkout,2024-08-31,Mobile,Direct
E34014,C00122,Visit,2024-06-12,Tablet,Instagram
E34015,C00332,Visit,2026-01-09,Mobile,Google
E34016,C01403,Checkout,2025-04-15,Tablet,Google
E34017,C02329,Visit,2025-07-07,Tablet,Google
E34018,C01466,Add To Cart,2025-06-22,Desktop,Google
E34019,C01186,Visit,2026-04-06,Tablet,Direct
E34020,C00243,Add To Cart,2025-05-17,Tablet,Instagram
E34021,C01820,Add To Cart,2026-05-25,Tablet,Google
E34022,C00500,Product View,2026-03-07,Desktop,Direct
E34023,C04042,Visit,2025-12-13,Mobile,Facebook
E34024,C04334,Purchase,2025-09-12,Mobile,Direct
E34025,C03271,Product View,2025-05-08,Desktop,Instagram
E34026,C03956,Visit,2026-03-08,Desktop,Google
E34027,C03886,Product View,2025-01-22,Desktop,Google
E34028,C00503,Checkout,2024-08-13,Mobile,Facebook
E34029,C04475,Add To Cart,2025-12-19,Mobile,Google
E34030,C03792,Product View,2026-06-04,Desktop,Google
E34031,C01337,Visit,2024-09-01,Tablet,Instagram
E34032,C01343,Visit,2024-11-30,Desktop,Facebook
E34033,C02611,Visit,2026-01-25,Mobile,Instagram
E34034,C02753,Product View,2026-01-03,Tablet,Direct
E34035,C04104,Purchase,2024-08-30,Desktop,Google
E34036,C04499,Visit,2025-08-13,Desktop,Instagram
E34037,C04657,Purchase,2025-02-20,Mobile,Direct
E34038,C00183,Add To Cart,2024-09-08,Desktop,Facebook
E34039,C03637,Add To Cart,2024-12-19,Desktop,Instagram
E34040,C02933,Purchase,2025-07-31,Tablet,Instagram
E34041,C03543,Product View,2024-11-16,Tablet,Facebook
E34042,C00666,Visit,2024-11-13,Mobile,Google
E34043,C03781,Add To Cart,2025-07-25,Tablet,Facebook
E34044,C01666,Visit,2024-08-05,Mobile,Instagram
E34045,C02997,Visit,2024-10-02,Desktop,Google
E34046,C02155,Checkout,2025-05-10,Desktop,Google
E34047,C03512,Add To Cart,2025-05-16,Desktop,Instagram
E34048,C00609,Product View,2026-02-12,Mobile,Facebook
E34049,C02944,Product View,2026-04-28,Mobile,Instagram
E34050,C00626,Purchase,2026-01-23,Desktop,Facebook
E34051,C00260,Visit,2025-04-11,Desktop,Direct
E34052,C04485,Checkout,2026-01-30,Tablet,Direct
E34053,C04248,Product View,2025-02-11,Desktop,Direct
E34054,C04172,Visit,2025-05-24,Mobile,Instagram
E34055,C03149,Purchase,2025-07-02,Mobile,Facebook
E34056,C00735,Visit,2025-03-07,Tablet,Facebook
E34057,C04953,Product View,2024-07-03,Desktop,Direct
E34058,C04914,Add To Cart,2025-04-21,Tablet,Google
E34059,C03588,Visit,2025-05-16,Mobile,Direct
E34060,C03294,Visit,2024-12-28,Tablet,Facebook
E34061,C00556,Visit,2026-03-10,Desktop,Google
E34062,C03524,Visit,2024-10-04,Mobile,Instagram
E34063,C04516,Product View,2024-11-08,Tablet,Instagram
E34064,C01048,Visit,2026-01-10,Desktop,Facebook
E34065,C03128,Add To Cart,2025-11-05,Desktop,Google
E34066,C02932,Checkout,2025-06-05,Tablet,Facebook
E34067,C02815,Visit,2025-09-07,Desktop,Instagram
E34068,C03105,Add To Cart,2025-04-04,Mobile,Instagram
E34069,C00865,Visit,2025-08-21,Desktop,Instagram
E34070,C02433,Add To Cart,2025-08-13,Tablet,Direct
E34071,C03973,Visit,2025-12-23,Tablet,Google
E34072,C02961,Product View,2025-02-05,Desktop,Instagram
E34073,C02918,Visit,2025-11-21,Mobile,Google
E34074,C02672,Add To Cart,2025-07-08,Mobile,Facebook
E34075,C01941,Visit,2025-12-08,Mobile,Instagram
E34076,C02554,Purchase,2024-12-14,Desktop,Google
E34077,C04332,Add To Cart,2026-05-22,Tablet,Instagram
E34078,C04537,Add To Cart,2024-12-31,Mobile,Facebook
E34079,C04170,Visit,2024-08-30,Tablet,Google
E34080,C00911,Visit,2025-07-01,Mobile,Direct
E34081,C04968,Purchase,2026-03-02,Desktop,Direct
E34082,C02512,Purchase,2025-10-08,Desktop,Direct
E34083,C00639,Visit,2024-08-04,Desktop,Facebook
E34084,C00922,Add To Cart,2025-08-08,Tablet,Direct
E34085,C00853,Add To Cart,2025-07-28,Desktop,Google
E34086,C04270,Visit,2026-01-08,Mobile,Direct
E34087,C00704,Checkout,2024-09-19,Tablet,Google
E34088,C02419,Purchase,2026-04-03,Tablet,Google
E34089,C02444,Purchase,2025-05-08,Desktop,Instagram
E34090,C03551,Product View,2025-10-22,Desktop,Google
E34091,C02258,Product View,2026-01-18,Mobile,Direct
E34092,C03728,Visit,2025-05-04,Tablet,Google
E34093,C04228,Add To Cart,2025-11-24,Tablet,Facebook
E34094,C00480,Visit,2025-05-07,Tablet,Instagram
E34095,C03578,Checkout,2024-09-02,Mobile,Instagram
E34096,C03942,Visit,2025-01-24,Mobile,Instagram
E34097,C01864,Visit,2025-08-01,Tablet,Instagram
E34098,C01819,Checkout,2025-04-16,Desktop,Facebook
E34099,C03448,Purchase,2025-01-13,Mobile,Facebook
E34100,C02829,Visit,2026-04-21,Desktop,Google
E34101,C01507,Visit,2026-04-24,Tablet,Google
E34102,C00579,Checkout,2024-08-24,Mobile,Facebook
E34103,C01393,Product View,2025-08-21,Desktop,Facebook
E34104,C03254,Purchase,2026-03-30,Tablet,Facebook
E34105,C02457,Visit,2025-03-07,Tablet,Google
E34106,C04679,Visit,2025-07-06,Desktop,Instagram
E34107,C02309,Visit,2025-07-24,Tablet,Direct
E34108,C01407,Purchase,2025-04-13,Desktop,Facebook
E34109,C04507,Visit,2025-01-27,Desktop,Instagram
E34110,C00912,Product View,2026-04-18,Desktop,Instagram
E34111,C02828,Checkout,2026-02-18,Tablet,Direct
E34112,C03262,Visit,2026-05-02,Mobile,Google
E34113,C04842,Purchase,2025-08-06,Mobile,Direct
E34114,C01760,Visit,2025-12-21,Tablet,Google
E34115,C01997,Add To Cart,2025-10-09,Tablet,Direct
E34116,C04755,Checkout,2025-05-19,Desktop,Direct
E34117,C02606,Visit,2025-07-18,Desktop,Facebook
E34118,C00306,Product View,2025-09-16,Mobile,Instagram
E34119,C02926,Visit,2025-12-23,Tablet,Direct
E34120,C02208,Product View,2024-09-12,Tablet,Google
E34121,C04537,Visit,2026-05-28,Mobile,Direct
E34122,C02026,Product View,2026-05-09,Tablet,Instagram
E34123,C02409,Product View,2025-10-17,Tablet,Direct
E34124,C00473,Visit,2025-12-21,Tablet,Facebook
E34125,C03942,Product View,2024-11-04,Mobile,Google
E34126,C01206,Add To Cart,2024-08-11,Desktop,Direct
E34127,C04065,Visit,2025-03-10,Tablet,Direct
E34128,C04401,Visit,2025-05-17,Desktop,Direct
E34129,C03389,Visit,2025-05-14,Tablet,Facebook
E34130,C00518,Visit,2025-12-13,Desktop,Direct
E34131,C03663,Add To Cart,2024-07-03,Tablet,Google
E34132,C03197,Visit,2025-11-08,Desktop,Google
E34133,C03682,Product View,2025-09-24,Mobile,Google
E34134,C03790,Add To Cart,2026-03-31,Desktop,Direct
E34135,C00398,Add To Cart,2024-12-12,Mobile,Google
E34136,C03202,Checkout,2024-11-28,Desktop,Direct
E34137,C03495,Product View,2026-05-08,Mobile,Google
E34138,C01537,Visit,2025-07-04,Mobile,Google
E34139,C02765,Add To Cart,2025-03-10,Mobile,Instagram
E34140,C02353,Product View,2026-01-07,Mobile,Facebook
E34141,C00239,Add To Cart,2025-07-06,Tablet,Direct
E34142,C03034,Visit,2026-01-03,Mobile,Google
E34143,C04491,Checkout,2026-06-05,Desktop,Instagram
E34144,C01781,Visit,2026-05-16,Tablet,Facebook
E34145,C01855,Add To Cart,2024-11-16,Desktop,Direct
E34146,C04903,Checkout,2026-04-30,Tablet,Instagram
E34147,C00777,Checkout,2025-10-01,Mobile,Facebook
E34148,C02611,Visit,2025-11-11,Desktop,Facebook
E34149,C04936,Add To Cart,2024-07-08,Desktop,Google
E34150,C04496,Visit,2026-04-05,Mobile,Facebook
E34151,C00786,Visit,2024-09-30,Desktop,Facebook
E34152,C00997,Add To Cart,2024-09-15,Desktop,Direct
E34153,C04439,Add To Cart,2025-11-21,Mobile,Direct
E34154,C01110,Product View,2025-03-31,Desktop,Google
E34155,C03987,Product View,2025-08-13,Mobile,Facebook
E34156,C00998,Add To Cart,2025-07-09,Desktop,Google
E34157,C02926,Product View,2025-01-25,Desktop,Direct
E34158,C02151,Visit,2024-12-09,Tablet,Direct
E34159,C02034,Visit,2025-10-07,Mobile,Google
E34160,C03889,Visit,2025-04-03,Tablet,Direct
E34161,C03014,Product View,2025-01-17,Mobile,Instagram
E34162,C00695,Product View,2024-12-21,Desktop,Google
E34163,C00560,Product View,2025-03-22,Mobile,Google
E34164,C00033,Add To Cart,2025-11-25,Tablet,Google
E34165,C03352,Visit,2025-05-11,Tablet,Google
E34166,C03139,Checkout,2025-05-11,Desktop,Direct
E34167,C01948,Checkout,2026-01-12,Desktop,Instagram
E34168,C00159,Purchase,2025-10-01,Desktop,Instagram
E34169,C01749,Purchase,2026-05-11,Tablet,Instagram
E34170,C04469,Add To Cart,2024-07-03,Tablet,Google
E34171,C00160,Add To Cart,2026-05-16,Tablet,Google
E34172,C04102,Visit,2025-05-02,Tablet,Google
E34173,C03902,Visit,2025-07-05,Mobile,Google
E34174,C00734,Product View,2025-11-21,Desktop,Direct
E34175,C01664,Purchase,2025-08-17,Tablet,Direct
E34176,C02961,Purchase,2025-06-23,Mobile,Google
E34177,C03932,Add To Cart,2026-05-02,Desktop,Google
E34178,C00037,Add To Cart,2024-11-17,Tablet,Google
E34179,C02553,Add To Cart,2025-09-14,Mobile,Instagram
E34180,C00793,Visit,2025-09-20,Desktop,Instagram
E34181,C04539,Visit,2025-03-01,Tablet,Instagram
E34182,C00681,Product View,2025-11-19,Mobile,Instagram
E34183,C01647,Product View,2026-02-15,Tablet,Direct
E34184,C04615,Checkout,2025-11-10,Desktop,Direct
E34185,C01466,Checkout,2025-06-05,Desktop,Instagram
E34186,C03601,Visit,2025-04-06,Desktop,Google
E34187,C00286,Product View,2025-08-16,Desktop,Facebook
E34188,C03602,Visit,2024-06-21,Mobile,Direct
E34189,C01915,Visit,2025-10-26,Mobile,Direct
E34190,C02765,Purchase,2025-12-02,Mobile,Google
E34191,C02146,Product View,2025-07-02,Desktop,Direct
E34192,C02932,Product View,2026-06-03,Desktop,Instagram
E34193,C04863,Visit,2025-04-19,Mobile,Instagram
E34194,C00536,Product View,2025-04-30,Mobile,Facebook
E34195,C02978,Add To Cart,2025-08-16,Mobile,Google
E34196,C02187,Product View,2025-04-19,Mobile,Instagram
E34197,C03704,Visit,2024-07-25,Desktop,Instagram
E34198,C04944,Visit,2024-12-09,Desktop,Direct
E34199,C02438,Product View,2026-04-11,Tablet,Direct
E34200,C00170,Visit,2025-04-05,Desktop,Facebook
E34201,C02867,Add To Cart,2024-07-09,Tablet,Instagram
E34202,C02394,Visit,2025-04-14,Tablet,Google
E34203,C03398,Add To Cart,2026-02-06,Tablet,Direct
E34204,C02619,Checkout,2026-05-25,Desktop,Facebook
E34205,C02985,Visit,2026-02-19,Mobile,Direct
E34206,C02540,Visit,2024-07-26,Mobile,Instagram
E34207,C03050,Purchase,2025-12-16,Tablet,Direct
E34208,C01182,Visit,2024-11-29,Desktop,Direct
E34209,C03401,Add To Cart,2025-09-11,Tablet,Direct
E34210,C04142,Checkout,2025-06-30,Desktop,Instagram
E34211,C01802,Visit,2025-07-17,Mobile,Direct
E34212,C04971,Add To Cart,2025-10-22,Mobile,Google
E34213,C02633,Add To Cart,2025-09-22,Desktop,Google
E34214,C02625,Visit,2025-06-18,Mobile,Google
E34215,C00281,Purchase,2025-05-14,Mobile,Facebook
E34216,C00123,Product View,2025-08-15,Desktop,Facebook
E34217,C00586,Checkout,2024-07-04,Desktop,Direct
E34218,C02748,Visit,2024-12-03,Tablet,Instagram
E34219,C00158,Visit,2024-07-07,Desktop,Google
E34220,C01868,Visit,2025-04-25,Tablet,Instagram
E34221,C04717,Add To Cart,2025-04-17,Mobile,Instagram
E34222,C02223,Visit,2025-08-19,Tablet,Instagram
E34223,C00588,Add To Cart,2026-02-10,Mobile,Direct
E34224,C04612,Product View,2025-04-04,Desktop,Facebook
E34225,C02218,Visit,2026-03-15,Mobile,Facebook
E34226,C04719,Visit,2025-03-16,Desktop,Instagram
E34227,C04424,Product View,2025-06-01,Tablet,Facebook
E34228,C04171,Add To Cart,2026-03-09,Mobile,Direct
E34229,C03473,Add To Cart,2026-03-27,Mobile,Instagram
E34230,C01963,Visit,2024-07-11,Desktop,Direct
E34231,C04989,Add To Cart,2026-06-01,Mobile,Direct
E34232,C02724,Product View,2024-12-16,Mobile,Google
E34233,C03390,Add To Cart,2024-10-17,Mobile,Facebook
E34234,C00028,Visit,2025-06-27,Tablet,Facebook
E34235,C04781,Visit,2024-09-03,Desktop,Instagram
E34236,C01212,Product View,2024-11-05,Tablet,Google
E34237,C01130,Visit,2024-06-19,Mobile,Direct
E34238,C01107,Visit,2025-06-24,Desktop,Instagram
E34239,C02858,Product View,2024-07-21,Desktop,Google
E34240,C03553,Checkout,2024-06-22,Tablet,Instagram
E34241,C04556,Visit,2025-07-08,Desktop,Facebook
E34242,C04969,Purchase,2024-11-24,Mobile,Facebook
E34243,C00087,Purchase,2024-08-17,Desktop,Google
E34244,C02288,Visit,2026-01-08,Tablet,Google
E34245,C02301,Product View,2024-08-22,Desktop,Direct
E34246,C03067,Visit,2025-03-16,Mobile,Facebook
E34247,C01229,Product View,2024-12-08,Tablet,Direct
E34248,C01668,Add To Cart,2024-08-24,Desktop,Facebook
E34249,C04143,Purchase,2025-06-28,Desktop,Google
E34250,C03110,Visit,2026-06-03,Tablet,Google
E34251,C01324,Visit,2025-06-20,Tablet,Direct
E34252,C00116,Product View,2025-10-30,Tablet,Direct
E34253,C04320,Visit,2024-10-21,Desktop,Direct
E34254,C00655,Purchase,2025-01-07,Tablet,Google
E34255,C03304,Visit,2025-10-30,Tablet,Instagram
E34256,C00848,Visit,2025-07-09,Mobile,Google
E34257,C02970,Add To Cart,2024-12-01,Tablet,Direct
E34258,C00863,Visit,2025-11-23,Mobile,Direct
E34259,C04603,Visit,2024-08-14,Tablet,Google
E34260,C02358,Purchase,2025-12-20,Desktop,Facebook
E34261,C01124,Checkout,2026-01-10,Desktop,Instagram
E34262,C02960,Product View,2025-04-27,Mobile,Direct
E34263,C03539,Product View,2025-07-03,Tablet,Direct
E34264,C02734,Product View,2025-08-31,Tablet,Instagram
E34265,C00037,Visit,2024-08-15,Mobile,Instagram
E34266,C01978,Product View,2025-01-16,Desktop,Facebook
E34267,C00601,Product View,2026-01-05,Tablet,Facebook
E34268,C04781,Purchase,2025-12-21,Desktop,Google
E34269,C04143,Visit,2025-09-27,Mobile,Direct
E34270,C03807,Checkout,2026-02-21,Desktop,Instagram
E34271,C00689,Product View,2026-03-13,Desktop,Instagram
E34272,C02922,Product View,2026-04-02,Mobile,Direct
E34273,C04482,Product View,2025-11-22,Tablet,Facebook
E34274,C03576,Visit,2024-06-30,Tablet,Instagram
E34275,C01566,Add To Cart,2025-05-23,Mobile,Google
E34276,C01253,Add To Cart,2025-08-08,Desktop,Google
E34277,C04886,Visit,2026-05-20,Tablet,Instagram
E34278,C03895,Visit,2026-04-11,Desktop,Instagram
E34279,C01730,Add To Cart,2026-05-02,Mobile,Direct
E34280,C00987,Visit,2025-02-02,Mobile,Instagram
E34281,C01605,Visit,2024-12-28,Mobile,Direct
E34282,C03403,Product View,2025-07-26,Tablet,Direct
E34283,C03686,Product View,2025-01-03,Tablet,Direct
E34284,C01980,Checkout,2024-08-24,Mobile,Instagram
E34285,C03019,Add To Cart,2025-06-15,Tablet,Direct
E34286,C01391,Add To Cart,2024-11-26,Mobile,Google
E34287,C01732,Checkout,2025-11-03,Desktop,Instagram
E34288,C01828,Visit,2024-10-07,Mobile,Instagram
E34289,C01358,Purchase,2025-01-28,Mobile,Instagram
E34290,C00538,Product View,2024-08-31,Tablet,Direct
E34291,C02518,Product View,2025-06-06,Mobile,Google
E34292,C00517,Checkout,2025-03-23,Desktop,Google
E34293,C03092,Visit,2025-05-13,Tablet,Google
E34294,C02562,Purchase,2024-07-03,Tablet,Instagram
E34295,C01469,Product View,2025-04-27,Tablet,Direct
E34296,C04879,Product View,2024-08-30,Mobile,Direct
E34297,C00151,Visit,2025-06-05,Desktop,Google
E34298,C03677,Checkout,2026-02-21,Tablet,Facebook
E34299,C04127,Checkout,2026-03-17,Mobile,Direct
E34300,C02252,Visit,2025-12-26,Mobile,Google
E34301,C03713,Visit,2024-12-13,Tablet,Instagram
E34302,C04003,Visit,2026-04-02,Desktop,Google
E34303,C03936,Visit,2025-10-27,Mobile,Instagram
E34304,C04990,Visit,2026-01-05,Desktop,Facebook
E34305,C00046,Visit,2025-10-31,Desktop,Direct
E34306,C01427,Visit,2025-11-04,Desktop,Facebook
E34307,C03375,Visit,2025-07-09,Mobile,Google
E34308,C04490,Product View,2025-01-17,Mobile,Google
E34309,C02952,Visit,2026-01-21,Desktop,Facebook
E34310,C00336,Checkout,2025-11-24,Tablet,Instagram
E34311,C03554,Add To Cart,2026-01-22,Desktop,Direct
E34312,C03011,Checkout,2024-07-21,Tablet,Direct
E34313,C04290,Checkout,2025-05-14,Mobile,Instagram
E34314,C02264,Checkout,2025-04-23,Mobile,Google
E34315,C00265,Visit,2025-09-25,Tablet,Instagram
